FIPS	CattleOperationsWithSales	LargeSalesHead	Feedlots	SlaughterConnectivity	EstimatedVol
1001	0.251399753591	0.0579107056068	0.0918538773021	0.00807266282416	0.0
1003	0.557269453793	0.0756106547417	0.642977141115	0.00311798380017	0.650073442607
1005	0.423189585211	0.0514561375191	0.183707754604	0.0133299764904	0.629557262342
1007	0.142459860368	0.0150639997451	0.0918538773021	0.00726096774218	0.0
1009	1.25490377001	0.105017025502	0.183707754604	0.0120263331894	0.0
1011	0.222069782339	0.0306692210379	0.0	0.0118590237971	0.0
1013	0.35614965092	0.0187322791241	0.275561631906	0.0064481245581	0.0
1015	0.532129478434	0.0362017079702	0.551123263813	0.0169871516752	0.0
1017	0.287014718683	0.0587425831709	0.183707754604	0.0177607276659	0.0
1019	0.483944525663	0.0358108257413	0.0	0.0205592674611	0.0
1021	0.444139564677	0.03883765736	0.0	0.00844574299543	0.625780311212
1023	0.1843598193	0.00724635516679	0.183707754604	0.0037792776651	0.0
1025	0.199024804926	0.0096718295103	0.0	0.00383340003517	0.0
1027	0.534224476381	0.0469760258184	0.275561631906	0.0149092459389	0.263217868334
1029	0.349864657081	0.0267804439912	0.0	0.0198683504596	0.622514928429
1031	0.574029437366	0.0954855126888	0.183707754604	0.0085201408309	0.254455368262
1033	0.582409429152	0.0650668571823	0.0918538773021	0.0100921611624	0.0
1035	0.274444731003	0.0270310095226	0.459269386511	0.00510307872444	0.0
1037	0.134079868582	0.00877981621868	0.0918538773021	0.0110616160761	0.0
1039	0.794004221758	0.0853927330858	0.551123263813	0.00641553972551	0.35556524423
1041	0.511179498968	0.0838893398977	0.0	0.00776872105577	0.0
1043	2.09499794659	0.13936454854	0.826684895719	0.0109100611858	0.929549397003
1045	0.249304755644	0.0213782511352	0.0918538773021	0.0105505606422	0.0
1047	0.408524599585	0.0751295689215	0.367415509209	0.00608787305258	0.0
1049	2.14318289936	0.124410797628	1.10224652763	0.0190867410316	1.55670752332
1051	0.412714595478	0.0256378651682	0.459269386511	0.0106703161189	1.0534535038
1053	0.299584706363	0.0393688562865	0.0918538773021	0.00439350842744	0.0716977720825
1055	0.806574209438	0.0377953047496	0.367415509209	0.0159254940154	0.896051214113
1057	0.236734767965	0.0157555606116	0.0918538773021	0.00725427292835	0.0
1059	0.905039112927	0.0651670833948	0.0918538773021	0.00911151244201	0.771461784905
1061	0.689254324428	0.0700581225669	0.459269386511	0.00856733323503	0.689716344157
1063	0.209499794659	0.0326236321824	0.183707754604	0.00520994858811	0.0
1065	0.435759572891	0.111200982815	0.0918538773021	0.00557590316657	0.0
1067	0.354054652974	0.0465550757258	0.183707754604	0.013203877492	0.676569064641
1069	0.513274496915	0.0701483261581	0.367415509209	0.0116353104047	1.10070252579
1071	1.22347880081	0.114107542979	0.642977141115	0.018021748027	0.716342605564
1073	0.226259778232	0.011946964535	0.275561631906	0.00933206474369	0.361876112825
1075	0.266064739217	0.0128690456904	0.0	0.00690226355936	0.0
1077	1.23604878849	0.0884797004321	0.551123263813	0.0110997350918	0.737162760725
1079	1.34708367966	0.097229448787	0.0918538773021	0.0104422699627	0.468448822907
1081	0.219974784392	0.011395720366	0.0918538773021	0.0166294816963	0.0
1083	0.997219022577	0.0863047916199	0.459269386511	0.0124526038638	0.0
1085	0.54679446406	0.252880756865	0.275561631906	0.00726703041164	1.13753506117
1087	0.228354776178	0.0184716909715	0.0918538773021	0.0129803160856	0.0
1089	0.739534275147	0.0479281748376	0.367415509209	0.0142532673712	0.0
1091	0.47346953593	0.0816643179792	0.367415509209	0.00455091862163	0.309029729922
1093	0.580314431206	0.0305389269615	0.0918538773021	0.00810206999955	0.0
1095	1.59010344146	0.0831376433036	0.367415509209	0.0146813942341	0.830839020873
1097	0.3687196386	0.0624609756562	0.367415509209	0.0027342330235	0.643295185886
1099	0.398049609852	0.0379356214471	0.183707754604	0.00445315709927	0.283431139239
1101	0.586599425045	0.320904287317	0.275561631906	0.00934559915399	0.803370602614
1103	1.1690088542	0.0938117349393	0.826684895719	0.0118608480935	0.630104168196
1105	0.310059696095	0.0535007522549	0.0918538773021	0.00611186215904	0.698686617777
1107	0.320534685828	0.0418845342213	0.0	0.00581210813074	0.0
1109	0.571934439419	0.0670613588119	0.459269386511	0.00968238309488	0.525427531792
1111	0.697634316215	0.0539317249689	0.459269386511	0.0188662484979	0.96092713325
1113	0.192739811086	0.0145428234398	0.0918538773021	0.0167450750199	0.0
1115	0.425284583158	0.0205964866774	0.367415509209	0.0128773157456	0.624902814018
1117	0.261874743324	0.0171286597234	0.183707754604	0.00969453253045	0.0
1119	0.439949568784	0.0868259679251	0.0918538773021	0.00454840209598	0.541319335078
1121	0.462994546197	0.0323630440298	0.0	0.0129207305335	0.0
1123	0.278634726897	0.0114257882298	0.0	0.0139238168679	0.0
1125	0.314249691989	0.017940492045	0.0918538773021	0.00675603300357	0.0
1127	0.391764616013	0.0258182723508	0.0918538773021	0.00849333596455	0.0
1129	0.360339646814	0.0216187940453	0.0	0.00321830171292	0.0
1131	0.232544772072	0.0336058490653	0.0918538773021	0.00508428342255	0.0
1133	0.605454406565	0.0249362816805	0.0918538773021	0.00916564974354	0.676876384265
4001	1.32403870225	0.0683743221962	0.0918538773021	0.0624474732734	0.0
4003	0.72486928952	0.131867627842	0.551123263813	0.0615545619967	0.547516848138
4005	1.00769401231	0.122095572119	0.0	0.0697953852948	0.313345359273
4007	0.144554858315	0.0290455563947	0.0	0.193316703853	0.0
4009	0.217879786445	0.0402308017144	0.183707754604	0.103336268892	0.0
4011	0.115224887063	0.0284842896044	0.183707754604	0.0774515025222	0.0
4012	0.056564944558	0.0348987672071	0.0	0.245690470617	0.0
4013	0.465089544143	0.339406046152	1.92893142334	0.296341021018	0.728786250536
4015	0.26396974127	0.0812333452653	0.183707754604	0.0851101203683	0.0
4017	1.2590937659	0.0977706703347	0.459269386511	0.0715027441415	0.351681458988
4019	0.322629683775	0.0506042147125	0.459269386511	0.149796301931	0.673475961833
4021	0.335199671455	2.12446495939	0.734831018417	0.239915247236	0.0
4023	0.203214800819	0.132468985117	0.0	0.0764613002094	0.0
4025	0.538414472274	0.247859423616	0.551123263813	0.16865641323	0.525321148342
4027	0.0691349322375	2.72481997252	0.275561631906	0.260820496215	0.0
5001	0.0796099219705	0.00629420614764	0.0918538773021	0.0190403836738	0.0
5003	0.236734767965	0.0115560823061	0.367415509209	0.015615494808	0.0
5005	0.599169412725	0.108765485851	0.183707754604	0.0700500859603	0.0
5007	2.79472726075	0.522048273268	0.551123263813	0.176040099272	0.55707673456
5009	1.86454817247	0.322117024489	0.367415509209	0.0992511167893	0.699122665973
5011	0.188549815193	0.00611379896506	0.0918538773021	0.0209578275548	0.316952397767
5013	0.0879899137568	0.00555253217483	0.0	0.0258843692596	0.0
5015	1.58800844352	0.338794666256	0.183707754604	0.123725078529	0.978679290284
5017	0.0691349322375	0.0223805132606	0.0	0.0125030609498	0.0
5019	0.393859613959	0.0320022296647	0.275561631906	0.043080329261	0.0
5021	0.238829765911	0.010724204742	0.183707754604	0.0350925286987	0.0
5023	0.873614143728	0.100496823316	0.459269386511	0.0437601319977	0.335495851424
5025	0.192739811086	0.0104736392106	0.0	0.0243914446235	0.0
5027	0.28282472279	0.0294364386236	0.183707754604	0.0353824118352	0.0
5029	0.875709141675	0.158287257468	0.0918538773021	0.0530854489584	0.742377673182
5031	0.201119802873	0.0117565347312	0.0918538773021	0.0286914836649	0.0
5033	0.965794053378	0.151772553652	0.183707754604	0.130473336799	0.0
5035	0.0272349733057	0.00248561007104	0.0	0.0188223032012	0.0
5037	0.0398049609852	0.00216488619091	0.0	0.0232604978858	0.0
5039	0.0900849117034	0.00315712569507	0.0918538773021	0.0318833214794	0.689014410475
5041	0.00837999178636	0.000601357275252	0.0	0.0150021922193	0.0
5043	0.222069782339	0.0353798530273	0.0	0.0172943568288	0.0
5045	1.46021356877	0.102441211839	0.734831018417	0.0424772960563	0.79911339728
5047	1.09777892401	0.262091545797	0.275561631906	0.105784082844	0.42481137659
5049	1.1061589158	0.213642194655	0.183707754604	0.0584200233364	0.694471817045
5051	0.337294669401	0.0148735699412	0.0918538773021	0.0507586861405	0.0
5053	0.245114759751	0.106770984221	0.0	0.0316287019651	0.0
5055	0.404334603692	0.0168480263283	0.183707754604	0.0322601706387	0.88060725159
5057	0.896659121141	0.18459663826	0.183707754604	0.0512910008451	0.692799328224
5059	0.557269453793	0.0397497158942	0.183707754604	0.0416999846065	0.0
5061	0.741629273093	0.15854784562	0.183707754604	0.0671826550505	0.674157042389
5063	1.24442878028	0.148705631549	0.459269386511	0.0394469735101	1.48490274926
5065	0.869424147835	0.167427888051	0.183707754604	0.0534059334714	0.0
5067	0.155029848048	0.0103734129981	0.0918538773021	0.0320384810229	0.0
5069	0.117319885009	0.00653474905774	0.0	0.0245816490927	0.0
5071	0.831714184797	0.174694288461	0.0918538773021	0.0872121669518	0.0
5073	0.272349733057	0.228686149157	0.0	0.0441929554765	0.0
5075	0.502799507182	0.0504338301511	0.0918538773021	0.0377461881365	0.0
5077	0.046089954825	0.00208470522087	0.0	0.0182913786998	0.0
5079	0.165504837781	0.023342684901	0.0	0.0198287738169	0.0
5081	0.500704509235	0.133330930545	0.183707754604	0.0691664806258	0.0
5083	1.42040860779	0.27833821485	0.275561631906	0.0861255071085	0.2638534313
5085	0.393859613959	0.0396194218179	0.183707754604	0.0293161197508	0.656259957928
5087	1.68018835317	0.173762184684	0.275561631906	0.118738488645	0.7919284638
5089	0.668304344963	0.100416642346	0.0	0.0811575282967	0.0
5091	0.538414472274	0.0992439956591	0.367415509209	0.0527111404372	0.628792152578
5093	0.0314249691989	0.00111251095922	0.0	0.0229988943284	0.0
5095	0.035614965092	0.00256579104108	0.0	0.0208354706011	0.0
5097	0.557269453793	0.0427665248917	0.183707754604	0.0650853920619	0.0
5099	0.412714595478	0.0443300538073	0.183707754604	0.0413316103635	0.0
5101	0.846379170423	0.056106633781	0.0	0.0894629983699	0.0
5103	0.165504837781	0.00913060796258	0.0	0.0321288592894	0.0
5105	0.504894505128	0.0362417984552	0.0	0.0522990339558	0.0
5107	0.0209499794659	0.00182411706826	0.0	0.0160103699915	0.0
5109	0.416904591372	0.197245186283	0.275561631906	0.0574875827242	0.602554045162
5111	0.0879899137568	0.00467054150446	0.0	0.0255706505169	0.0
5113	1.0160740041	0.0994945611904	0.183707754604	0.0858133827632	0.0
5115	1.137583885	0.151381671423	0.459269386511	0.0673076710941	0.0
5117	0.113129889116	0.00655479430025	0.0918538773021	0.0260059034299	0.0
5119	0.230449774125	0.0166074834182	0.183707754604	0.0360201625695	0.0
5121	0.81704919917	0.125813964604	0.0918538773021	0.0422467361547	0.277833813934
5123	0.0712299301841	0.00332751025639	0.0	0.0202148843405	0.0
5125	0.328914677615	0.0175095193311	0.0918538773021	0.0410100536954	0.712254050673
5127	0.802384213544	0.0641147081631	0.0	0.0898676237399	0.750552735433
5129	0.808669207384	0.0863047916199	0.0	0.0698679887209	0.409611040118
5131	0.873614143728	0.153767055282	0.275561631906	0.113760563055	0.0
5133	0.682969330589	0.106530441311	0.183707754604	0.074668458548	0.0
5135	0.873614143728	0.154518751876	0.0	0.0460418524878	1.07730965539
5137	0.714394299788	0.20945273897	0.275561631906	0.0534260509765	0.0
5139	0.26396974127	0.0182010801976	0.0	0.0245021626724	0.0
5141	0.747914266933	0.079409228197	0.0918538773021	0.0556342452987	0.728444372151
5143	2.97070708827	0.305599744662	1.01039265032	0.150069618395	1.31499125112
5145	1.62571840655	0.219525473331	0.459269386511	0.0342225191823	1.09341940013
5147	0.0251399753591	0.00581312032744	0.0	0.0267278223158	0.0
5149	0.976269043111	0.0848414889168	0.183707754604	0.0679538913313	0.232947696668
6001	0.268159737164	0.0732052256407	0.826684895719	0.155135268952	0.0
6003	0.00209499794659	0.0105237523169	0.0	0.162932658012	0.0
6005	0.310059696095	0.0786074184967	0.275561631906	0.170639867973	0.393000150848
6007	0.450424558517	0.0594040761736	0.275561631906	0.0578773987325	0.0
6009	0.488134521556	0.0705191631446	0.367415509209	0.209856889661	0.0
6011	0.131984870635	0.0559663170835	0.367415509209	0.0652954215098	0.0
6013	0.17178983162	0.101388836607	0.459269386511	0.141879645528	0.0
6015	0.108939893223	0.0186220302903	0.0	0.0189265315024	0.0
