Autauga County	AL	01001	1539582278.0	862362.4	-8817519.0
Baldwin County	AL	01003	4117521611.0	778091.3	-9035737.0
Barbour County	AL	01005	2291818968.0	985442.3	-8879478.0
Bibb County	AL	01007	1612480789.0	812623.8	-8768375.0
Blount County	AL	01009	1669961855.0	853697.1	-8656291.0
Bullock County	AL	01011	1613056905.0	953542.8	-8856992.0
Butler County	AL	01013	2011976894.0	867386.9	-8905142.0
Calhoun County	AL	01015	1569189995.0	923940.0	-8672253.0
Chambers County	AL	01017	1545009282.0	973785.7	-8762970.0
Cherokee County	AL	01019	1434075952.0	935699.3	-8637436.0
Chilton County	AL	01021	1794483586.0	851314.0	-8782895.0
Choctaw County	AL	01023	2365954748.0	718309.9	-8891582.0
Clarke County	AL	01025	3207609488.0	761456.3	-8922238.0
Clay County	AL	01027	1564252280.0	926286.4	-8728745.0
Cleburne County	AL	01029	1450652767.0	953112.0	-8680332.0
Coffee County	AL	01031	1758528786.0	936338.2	-8937391.0
Colbert County	AL	01033	1534877333.0	734289.5	-8585612.0
Conecuh County	AL	01035	2201894769.0	841714.2	-8943871.0
Coosa County	AL	01037	1685891075.0	895070.7	-8769841.0
Covington County	AL	01039	2668869505.0	894871.3	-8959381.0
Crenshaw County	AL	01041	1576888006.0	901580.2	-8903860.0
Cullman County	AL	01043	1903228333.0	824541.7	-8641730.0
Dale County	AL	01045	1453371157.0	971694.2	-8930419.0
Dallas County	AL	01047	2534807386.0	820856.9	-8844257.0
DeKalb County	AL	01049	2012662359.0	917433.4	-8595282.0
Elmore County	AL	01051	1601867593.0	908201.4	-8806075.0
Escambia County	AL	01053	2447746932.0	828254.9	-8979481.0
Etowah County	AL	01055	1385618994.0	901396.0	-8643547.0
Fayette County	AL	01057	1625631609.0	748080.0	-8693626.0
Franklin County	AL	01059	1641587713.0	733035.2	-8615098.0
Geneva County	AL	01061	1487710425.0	955518.4	-8970296.0
Greene County	AL	01063	1676007032.0	736971.3	-8794301.0
Hale County	AL	01065	1667803914.0	769425.1	-8801819.0
Henry County	AL	01067	1454926258.0	1005326.4	-8916998.0
Houston County	AL	01069	1501737720.0	1004494.6	-8957386.0
Jackson County	AL	01071	2791664869.0	898210.9	-8563204.0
Jefferson County	AL	01073	2878192209.0	828198.6	-8706474.0
Lamar County	AL	01075	1566544654.0	716893.1	-8690090.0
Lauderdale County	AL	01077	1729327931.0	745924.0	-8561986.0
Lawrence County	AL	01079	1788846568.0	779356.7	-8601151.0
Lee County	AL	01081	1573510728.0	981251.6	-8797466.0
Limestone County	AL	01083	1450228326.0	807213.1	-8566999.0
Lowndes County	AL	01085	1854199648.0	866021.4	-8860798.0
Macon County	AL	01087	1577005015.0	952393.0	-8825046.0
Madison County	AL	01089	2076116529.0	846499.7	-8568389.0
Marengo County	AL	01091	2530112461.0	758682.9	-8859450.0
Marion County	AL	01093	1922526826.0	732396.4	-8649319.0
Marshall County	AL	01095	1465522757.0	872312.6	-8617030.0
Mobile County	AL	01097	3184223082.0	735024.7	-9036506.0
Monroe County	AL	01099	2656485275.0	803369.9	-8930355.0
Montgomery County	AL	01101	2031190777.0	907026.8	-8850430.0
Morgan County	AL	01103	1500476319.0	823178.4	-8605546.0
Perry County	AL	01105	1863920409.0	801062.5	-8811776.0
Pickens County	AL	01107	2282837059.0	720537.5	-8744875.0
Pike County	AL	01109	1740715643.0	936141.6	-8892892.0
Randolph County	AL	01111	1503616599.0	962476.7	-8721600.0
Russell County	AL	01113	1660545751.0	1000577.7	-8830650.0
St. Clair County	AL	01115	1636619393.0	879593.3	-8683477.0
Shelby County	AL	01117	2032960300.0	851360.2	-8736919.0
Sumter County	AL	01119	2341057426.0	717384.4	-8823642.0
Talladega County	AL	01121	1908239516.0	896305.0	-8720456.0
Tallapoosa County	AL	01123	1855780057.0	936831.6	-8773138.0
Tuscaloosa County	AL	01125	3423328940.0	773404.1	-8741101.0
Walker County	AL	01127	2049177420.0	788719.4	-8683361.0
Washington County	AL	01129	2797722307.0	727972.7	-8956234.0
Wilcox County	AL	01131	2301200113.0	806844.3	-8884061.0
Winston County	AL	01133	1587607882.0	779293.2	-8643232.0
Apache County	AZ	04001	29001443825.0	-1216417.9	-8453315.0
Cochise County	AZ	04003	15969063883.0	-1296519.7	-8838159.0
Coconino County	AZ	04005	48222689085.0	-1410560.2	-8372599.0
Gila County	AZ	04007	12322988718.0	-1361473.3	-8612377.0
Graham County	AZ	04009	11972471194.0	-1290876.5	-8720329.0
Greenlee County	AZ	04011	4773673819.0	-1227691.5	-8694748.0
La Paz County	AZ	04012	11653984341.0	-1654356.7	-8568016.0
Maricopa County	AZ	04013	23828260196.0	-1522431.1	-8635771.0
Mohave County	AZ	04015	34475546921.0	-1586654.4	-8353811.0
Navajo County	AZ	04017	25771473007.0	-1289853.6	-8441845.0
Pima County	AZ	04019	23794311939.0	-1480301.3	-8781319.0
Pinal County	AZ	04021	13896869603.0	-1427558.7	-8700463.0
Santa Cruz County	AZ	04023	3203598541.0	-1404110.9	-8861948.0
Yavapai County	AZ	04025	21039764981.0	-1504455.3	-8492925.0
Yuma County	AZ	04027	14281174361.0	-1662923.2	-8675075.0
Arkansas County	AR	05001	2560902522.0	413106.5	-8653456.0
Ashley County	AR	05003	2396641905.0	382430.0	-8778045.0
Baxter County	AR	05005	1435587546.0	317827.6	-8433985.0
Benton County	AR	05007	2194644508.0	146775.2	-8432283.0
Boone County	AR	05009	1528692190.0	251295.5	-8433580.0
Bradley County	AR	05011	1681500473.0	344659.6	-8749026.0
Calhoun County	AR	05013	1628017155.0	312446.7	-8739407.0
Carroll County	AR	05015	1631917381.0	210163.3	-8430947.0
Chicot County	AR	05017	1668740125.0	425890.9	-8767493.0
Clark County	AR	05019	2243121932.0	249949.8	-8686190.0
Clay County	AR	05021	1656206452.0	486834.2	-8416183.0
Cleburne County	AR	05023	1434055831.0	345073.8	-8513153.0
Cleveland County	AR	05025	1548252069.0	340885.4	-8701048.0
Columbia County	AR	05027	1984066985.0	247966.7	-8780158.0
Conway County	AR	05029	1430319825.0	289844.5	-8548952.0
Craighead County	AR	05031	1831656075.0	471445.2	-8477650.0
Crawford County	AR	05033	1536106675.0	150038.2	-8516943.0
Crittenden County	AR	05035	1579271661.0	503615.5	-8545074.0
Cross County	AR	05037	1596418434.0	461900.9	-8538513.0
Dallas County	AR	05039	1728522942.0	297999.2	-8694258.0
Desha County	AR	05041	1989504302.0	427669.0	-8704443.0
Drew County	AR	05043	2145431293.0	385046.0	-8733508.0
Faulkner County	AR	05045	1678012685.0	323141.6	-8561154.0
Franklin County	AR	05047	1576932379.0	181449.0	-8524688.0
Fulton County	AR	05049	1601114128.0	362689.4	-8420633.0
Garland County	AR	05051	1755444878.0	250914.3	-8627237.0
Grant County	AR	05053	1636376859.0	317723.3	-8657652.0
Greene County	AR	05055	1496233476.0	475418.4	-8444646.0
Hempstead County	AR	05057	1884267810.0	206059.9	-8723726.0
Hot Spring County	AR	05059	1593367055.0	270241.6	-8656224.0
Howard County	AR	05061	1524346632.0	175409.6	-8684668.0
Independence County	AR	05063	1978628920.0	388978.2	-8492030.0
Izard County	AR	05065	1503686209.0	355688.4	-8453349.0
Jackson County	AR	05067	1641892684.0	419844.5	-8506387.0
Jefferson County	AR	05069	2255220650.0	362701.3	-8657047.0
Johnson County	AR	05071	1708883157.0	219052.1	-8516534.0
Lafayette County	AR	05073	1368208312.0	212352.9	-8778226.0
Lawrence County	AR	05075	1521913098.0	428242.6	-8456027.0
Lee County	AR	05077	1560780566.0	464511.7	-8595821.0
Lincoln County	AR	05079	1454321132.0	382775.3	-8692078.0
Little River County	AR	05081	1378529805.0	154349.8	-8728056.0
Logan County	AR	05083	1834034439.0	197186.7	-8556882.0
Lonoke County	AR	05085	1996176993.0	363771.3	-8603438.0
Madison County	AR	05087	2160711386.0	194823.4	-8467828.0
Marion County	AR	05089	1546245256.0	286985.0	-8436669.0
Miller County	AR	05091	1620239736.0	185426.5	-8771576.0
Mississippi County	AR	05093	2332475973.0	523434.2	-8481493.0
Monroe County	AR	05095	1572439014.0	426714.3	-8609033.0
Montgomery County	AR	05097	2019879948.0	204049.0	-8632197.0
Nevada County	AR	05099	1600189595.0	239359.2	-8729813.0
Newton County	AR	05101	2126110054.0	240492.7	-8478159.0
Ouachita County	AR	05103	1897899921.0	278814.9	-8737106.0
Perry County	AR	05105	1428125735.0	269593.5	-8585448.0
Phillips County	AR	05107	1801758335.0	460374.4	-8635775.0
Pike County	AR	05109	1555592368.0	205576.1	-8675599.0
Poinsett County	AR	05111	1964217602.0	468568.9	-8506947.0
Polk County	AR	05113	2221377955.0	152681.0	-8639395.0
Pope County	AR	05115	2104490517.0	258410.6	-8528682.0
Prairie County	AR	05117	1678203880.0	393893.2	-8593905.0
Pulaski County	AR	05119	1967777404.0	325453.3	-8602855.0
Randolph County	AR	05121	1689166005.0	432981.7	-8422048.0
St. Francis County	AR	05123	1644048592.0	466435.7	-8569361.0
Saline County	AR	05125	1874124567.0	293530.3	-8618078.0
Scott County	AR	05127	2311098364.0	167081.5	-8597868.0
Searcy County	AR	05129	1725176918.0	286495.3	-8476775.0
Sebastian County	AR	05131	1377643728.0	147309.6	-8560305.0
Sevier County	AR	05133	1463670417.0	152528.8	-8695025.0
Sharp County	AR	05135	1565489388.0	394634.7	-8442798.0
Stone County	AR	05137	1570581314.0	336567.9	-8480850.0
Union County	AR	05139	2691552718.0	306228.2	-8783566.0
